SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
PSUBNKBEES, EQ, 23-Jul-2025,78.33,78.3,78.82,77.77,78.67,78.66,78.24,2147303.0,1680.02,5001.0, 1474070, 68.65
PSUBNKIETF, EQ, 23-Jul-2025,71.04,71.04,71.55,70.51,71.55,71.33,70.91,53524.0,37.95,613.0, 31618, 59.07
PTC, EQ, 23-Jul-2025,190.67,192.5,192.5,189.29,190.05,190.32,190.38,953763.0,1815.73,17735.0, 634178, 66.49
PTCIL, EQ, 23-Jul-2025,14547.0,14547.0,14547.0,14149.0,14352.0,14395.0,14341.4,15655.0,2245.15,4981.0, 6009, 38.38
PTL, EQ, 23-Jul-2025,40.21,40.0,40.38,39.84,40.26,40.24,40.05,71531.0,28.65,681.0, 46149, 64.52
PUNJABCHEM, EQ, 23-Jul-2025,1301.4,1304.0,1352.0,1273.8,1286.3,1281.6,1292.91,7774.0,100.51,1516.0, 3235, 41.61
PURVA, EQ, 23-Jul-2025,286.25,289.1,289.1,281.45,284.3,285.25,283.9,52855.0,150.06,2893.0, 23935, 45.28
PVP, EQ, 23-Jul-2025,20.94,21.15,21.68,20.67,21.6,21.54,21.35,378219.0,80.73,1712.0, 260558, 68.89
PVRINOX, EQ, 23-Jul-2025,1018.65,1012.0,1035.0,1005.0,1017.45,1019.85,1020.25,238040.0,2428.59,16286.0, 91616, 38.49
PVSL, EQ, 23-Jul-2025,134.2,134.2,135.06,131.02,131.04,131.62,132.08,24071.0,31.79,971.0, 13352, 55.47
PVTBANIETF, EQ, 23-Jul-2025,27.93,28.3,28.4,27.89,28.13,28.13,28.07,471540.0,132.37,605.0, 414106, 87.82
PVTBANKADD, EQ, 23-Jul-2025,28.15,28.38,28.38,28.06,28.26,28.26,28.22,74660.0,21.07,102.0, 53594, 71.78
PYRAMID, EQ, 23-Jul-2025,172.11,172.36,173.49,169.5,170.68,170.3,171.14,18514.0,31.68,862.0, 11232, 60.67
QGOLDHALF, EQ, 23-Jul-2025,82.58,82.97,83.64,82.97,83.64,83.59,83.47,310344.0,259.04,479.0, 298176, 96.08
QNIFTY, EQ, 23-Jul-2025,2731.0,2738.0,2751.89,2729.14,2748.5,2750.76,2739.42,185.0,5.07,39.0, 142, 76.76
QPOWER, EQ, 23-Jul-2025,864.0,873.8,877.95,837.25,868.0,869.8,861.98,995943.0,8584.81,32002.0, 209081, 20.99
QUADFUTURE, EQ, 23-Jul-2025,478.0,480.0,480.0,468.0,474.0,474.15,473.28,370301.0,1752.58,19570.0, 111054, 29.99
QUAL30IETF, EQ, 23-Jul-2025,21.25,21.29,21.31,21.16,21.3,21.29,21.21,46540.0,9.87,373.0, 31712, 68.14
QUALITY30, EQ, 23-Jul-2025,20.81,21.25,21.25,20.73,20.84,20.8,20.79,3588.0,0.75,46.0, 3339, 93.06
QUESS, EQ, 23-Jul-2025,313.15,313.95,314.95,309.0,309.5,309.85,310.42,155998.0,484.25,8262.0, 106319, 68.15
QUICKHEAL, EQ, 23-Jul-2025,349.2,348.65,351.45,333.1,337.5,336.25,338.98,438645.0,1486.9,13827.0, 164690, 37.55
RACE, EQ, 23-Jul-2025,246.6,246.98,249.49,237.01,248.4,247.66,245.08,10794.0,26.45,483.0, 7000, 64.85
RACLGEAR, EQ, 23-Jul-2025,1002.4,1028.0,1032.9,995.2,1015.1,1011.7,1015.36,55657.0,565.12,6014.0, 18539, 33.31
RADAAN, EQ, 23-Jul-2025,4.11,4.19,4.19,4.07,4.16,4.13,4.12,28385.0,1.17,138.0, 22135, 77.98
RADHIKAJWE, EQ, 23-Jul-2025,95.23,95.72,107.0,95.72,103.3,103.08,102.95,12516352.0,12885.38,76799.0, 1842291, 14.72
RADIANTCMS, EQ, 23-Jul-2025,58.69,58.7,59.1,58.01,58.5,58.55,58.61,196217.0,115.0,1879.0, 100945, 51.45
RADICO, EQ, 23-Jul-2025,2758.2,2778.9,2785.9,2740.0,2755.5,2762.1,2757.09,157234.0,4335.08,19530.0, 93485, 59.46
RADIOCITY, EQ, 23-Jul-2025,9.16,9.3,9.3,9.0,9.08,9.12,9.14,57394.0,5.25,389.0, 29207, 50.89
RAILTEL, EQ, 23-Jul-2025,401.9,403.35,406.2,397.85,404.1,402.75,401.32,851989.0,3419.17,13551.0, 262523, 30.81
RAIN, EQ, 23-Jul-2025,152.47,154.0,156.0,152.0,155.5,155.51,154.69,1437932.0,2224.34,12194.0, 912923, 63.49
RAINBOW, EQ, 23-Jul-2025,1520.9,1525.0,1540.0,1516.7,1537.0,1534.5,1528.0,182460.0,2787.99,15106.0, 132493, 72.61
RAJESHEXPO, EQ, 23-Jul-2025,199.21,200.8,200.83,197.05,200.0,199.04,198.61,352642.0,700.4,9421.0, 162223, 46.00
RAJOOENG, EQ, 23-Jul-2025,133.54,135.0,135.89,126.86,126.86,126.86,129.2,747646.0,965.96,6794.0, 480722, 64.30
RAJRATAN, EQ, 23-Jul-2025,421.6,425.0,425.4,401.15,408.6,409.05,408.01,101199.0,412.9,11324.0, 44804, 44.27
RAJSREESUG, EQ, 23-Jul-2025,47.63,48.0,48.39,46.65,47.8,47.27,47.52,39235.0,18.64,521.0, 20659, 52.65
RALLIS, EQ, 23-Jul-2025,362.6,364.4,369.1,353.4,357.5,357.05,361.02,1454421.0,5250.79,41572.0, 477209, 32.81
RAMASTEEL, EQ, 23-Jul-2025,11.65,11.7,11.71,11.41,11.54,11.58,11.52,5478375.0,631.0,9432.0, 2227235, 40.66
RAMCOCEM, EQ, 23-Jul-2025,1190.0,1190.0,1195.9,1163.4,1185.0,1189.1,1181.93,333717.0,3944.29,18600.0, 188368, 56.45
RAMCOIND, EQ, 23-Jul-2025,293.85,294.4,294.4,288.0,288.55,288.9,290.04,65796.0,190.84,3442.0, 39194, 59.57
RAMKY, EQ, 23-Jul-2025,595.35,595.35,600.45,585.2,589.5,591.35,590.98,74870.0,442.47,4130.0, 41667, 55.65
RAMRAT, EQ, 23-Jul-2025,714.75,720.0,724.9,702.8,708.9,706.55,708.37,28884.0,204.6,2535.0, 15829, 54.80
RANASUG, EQ, 23-Jul-2025,15.14,15.16,15.31,14.93,15.29,15.13,15.06,124101.0,18.69,601.0, 82793, 66.71
RANEHOLDIN, EQ, 23-Jul-2025,1587.3,1603.2,1603.2,1562.0,1570.0,1569.4,1573.91,10690.0,168.25,1262.0, 7105, 66.46
RATEGAIN, EQ, 23-Jul-2025,460.5,461.65,462.9,456.0,458.4,456.95,457.65,142802.0,653.53,7145.0, 77873, 54.53
RATNAMANI, EQ, 23-Jul-2025,2798.9,2802.0,2802.1,2773.9,2784.1,2784.1,2784.54,17021.0,473.96,3478.0, 11994, 70.47
RATNAVEER, EQ, 23-Jul-2025,153.18,153.89,156.67,149.95,151.8,151.3,151.26,205758.0,311.24,2875.0, 104074, 50.58
RAYMOND, EQ, 23-Jul-2025,722.1,727.0,727.0,698.65,713.85,712.5,708.69,543091.0,3848.82,20896.0, 137977, 25.41
RAYMONDLSL, EQ, 23-Jul-2025,1150.4,1153.0,1161.9,1109.3,1122.6,1116.9,1124.68,212578.0,2390.82,17694.0, 98328, 46.26
RAYMONDREL, EQ, 23-Jul-2025,757.4,758.0,779.7,754.1,763.8,768.8,766.7,307479.0,2357.43,15340.0, 209567, 68.16
RBA, EQ, 23-Jul-2025,84.85,84.85,85.52,84.1,84.2,84.4,84.58,488879.0,413.47,6927.0, 242490, 49.60
RBLBANK, EQ, 23-Jul-2025,255.48,255.99,259.95,252.55,258.98,258.92,257.63,6960068.0,17930.96,35167.0, 3370544, 48.43
RBZJEWEL, EQ, 23-Jul-2025,141.82,142.5,142.5,138.76,139.95,139.39,140.05,79794.0,111.75,1952.0, 49808, 62.42
RCF, EQ, 23-Jul-2025,154.01,154.5,155.24,152.65,154.25,154.04,153.85,868080.0,1335.55,10325.0, 273175, 31.47
RECLTD, EQ, 23-Jul-2025,393.3,394.85,401.0,392.4,400.6,400.0,395.67,17860000.0,70666.72,66554.0, 12516718, 70.08
REDINGTON, EQ, 23-Jul-2025,311.9,313.5,313.5,307.15,310.9,311.15,310.23,1130803.0,3508.07,22239.0, 497067, 43.96
REDTAPE, EQ, 23-Jul-2025,133.08,133.69,133.89,129.8,130.0,130.06,130.24,1369797.0,1784.05,7766.0, 1242528, 90.71
REFEX, EQ, 23-Jul-2025,419.8,422.85,427.75,412.8,422.0,424.45,419.83,287207.0,1205.78,13159.0, 113222, 39.42
REGENCERAM, EQ, 23-Jul-2025,51.42,53.8,53.99,48.84,51.92,51.19,53.06,24205.0,12.84,247.0, 18282, 75.53
RELAXO, EQ, 23-Jul-2025,500.65,503.0,503.0,495.0,495.9,495.95,497.01,91353.0,454.03,4009.0, 39351, 43.08
RELCHEMQ, EQ, 23-Jul-2025,184.55,184.19,189.0,184.19,186.25,186.32,187.19,5818.0,10.89,189.0, 3283, 56.43
RELIABLE, EQ, 23-Jul-2025,73.3,73.02,73.95,72.0,73.2,73.31,73.03,9844.0,7.19,429.0, 4218, 42.85
RELIANCE, EQ, 23-Jul-2025,1412.8,1426.0,1426.0,1414.4,1425.0,1424.6,1421.41,8354596.0,118753.15,225103.0, 5799080, 69.41
RELIGARE, EQ, 23-Jul-2025,286.48,287.85,295.0,287.1,291.74,289.81,291.81,5243026.0,15299.66,47535.0, 1209995, 23.08
REMSONSIND, EQ, 23-Jul-2025,130.01,129.82,132.58,128.56,130.25,131.16,130.38,125588.0,163.74,1313.0, 23119, 18.41
RENUKA, EQ, 23-Jul-2025,31.79,32.2,32.2,31.43,31.59,31.55,31.6,1778308.0,562.02,8541.0, 627310, 35.28
REPCOHOME, EQ, 23-Jul-2025,434.4,436.5,441.3,431.05,437.5,437.3,435.21,78807.0,342.98,5177.0, 39038, 49.54
REPL, EQ, 23-Jul-2025,177.93,178.0,181.99,178.0,180.75,179.41,180.07,12414.0,22.35,334.0, 9039, 72.81
REPRO, EQ, 23-Jul-2025,549.0,549.0,559.95,544.5,547.5,549.75,548.4,2396.0,13.14,416.0, 1528, 63.77
RESPONIND, EQ, 23-Jul-2025,241.62,240.65,241.5,237.83,240.4,240.43,239.82,44043.0,105.63,2190.0, 22620, 51.36
RETAIL, EQ, 23-Jul-2025,35.31,34.34,36.5,34.29,36.0,36.06,35.93,17029.0,6.12,534.0, 12309, 72.28
RGL, EQ, 23-Jul-2025,117.43,118.0,118.5,115.04,116.2,116.56,116.58,179115.0,208.82,2464.0, 47267, 26.39
RHIM, EQ, 23-Jul-2025,514.8,519.0,531.9,514.3,524.0,524.0,525.37,2347594.0,12333.65,48452.0, 444342, 18.93
RHL, EQ, 23-Jul-2025,287.5,295.45,295.5,285.0,286.0,287.2,289.08,3231.0,9.34,275.0, 2523, 78.09
RICOAUTO, EQ, 23-Jul-2025,75.03,75.48,75.8,74.06,74.59,74.46,74.66,132500.0,98.93,1624.0, 68907, 52.01
RIIL, EQ, 23-Jul-2025,942.35,945.9,946.0,934.0,942.0,942.15,940.23,41475.0,389.96,2069.0, 11728, 28.28
RISHABH, EQ, 23-Jul-2025,287.85,287.45,291.95,284.5,290.0,288.65,286.64,19873.0,56.96,1014.0, 12576, 63.28
RITCO, EQ, 23-Jul-2025,307.7,309.3,309.3,304.55,307.9,306.35,306.19,42832.0,131.15,1081.0, 25767, 60.16
RITES, EQ, 23-Jul-2025,274.65,275.7,275.7,272.25,273.85,273.4,273.27,295896.0,808.59,7463.0, 124935, 42.22
RKDL, EQ, 23-Jul-2025,28.9,29.63,29.84,28.3,29.8,29.18,29.06,24198.0,7.03,478.0, 14656, 60.57
RKEC, EQ, 23-Jul-2025,69.6,69.6,69.6,66.36,69.13,68.44,67.72,86932.0,58.87,1073.0, 64517, 74.22
RKFORGE, EQ, 23-Jul-2025,629.5,632.95,633.0,625.2,629.6,630.1,629.55,304839.0,1919.1,9668.0, 145812, 47.83
RKSWAMY, EQ, 23-Jul-2025,174.95,175.51,175.99,173.0,174.8,173.44,173.87,37402.0,65.03,1427.0, 18627, 49.80
RML, EQ, 23-Jul-2025,885.9,890.25,895.05,883.4,894.5,889.95,888.07,9161.0,81.36,926.0, 6107, 66.66
ROHLTD, EQ, 23-Jul-2025,437.3,441.65,446.95,433.0,434.9,435.5,438.37,89868.0,393.96,3235.0, 47988, 53.40
ROLEXRINGS, EQ, 23-Jul-2025,1506.4,1506.4,1514.6,1490.1,1507.0,1505.4,1501.7,7014.0,105.33,1914.0, 3645, 51.97
ROSSARI, EQ, 23-Jul-2025,714.35,715.5,728.95,711.3,722.0,721.1,721.5,95843.0,691.51,9677.0, 47340, 49.39
ROSSELLIND, EQ, 23-Jul-2025,68.6,68.6,69.58,67.11,68.19,67.62,67.9,62612.0,42.51,1351.0, 35571, 56.81
ROSSTECH, EQ, 23-Jul-2025,518.0,518.05,619.4,518.05,610.0,604.25,593.97,1318147.0,7829.45,35192.0, 249044, 18.89
ROTO, EQ, 23-Jul-2025,90.5,90.5,91.5,89.5,90.3,89.95,90.03,305795.0,275.3,4223.0, 159717, 52.23
ROUTE, EQ, 23-Jul-2025,936.6,937.9,945.4,930.1,933.0,932.8,935.62,89058.0,833.25,7109.0, 38907, 43.69
RPEL, EQ, 23-Jul-2025,665.2,667.4,682.5,663.05,673.7,671.8,671.05,39832.0,267.29,3520.0, 14987, 37.63
RPGLIFE, EQ, 23-Jul-2025,2581.3,2581.3,2603.5,2442.0,2510.1,2494.3,2509.88,28839.0,723.82,3329.0, 8620, 29.89
RPPINFRA, EQ, 23-Jul-2025,130.23,130.1,131.39,128.0,129.8,128.7,129.52,81370.0,105.39,1719.0, 48420, 59.51
RPPL, EQ, 23-Jul-2025,26.14,26.66,26.66,26.0,26.4,26.22,26.25,39466.0,10.36,546.0, 23042, 58.38
RPSGVENT, EQ, 23-Jul-2025,931.5,934.95,959.25,931.0,959.15,953.6,946.48,56397.0,533.79,4557.0, 37487, 66.47
RPTECH, EQ, 23-Jul-2025,312.05,314.0,316.0,307.0,307.1,307.35,309.41,56174.0,173.81,2923.0, 34715, 61.80
RRKABEL, EQ, 23-Jul-2025,1429.6,1430.1,1472.3,1430.0,1463.0,1466.6,1460.42,287710.0,4201.79,25549.0, 81224, 28.23
RSWM, EQ, 23-Jul-2025,160.92,160.05,163.26,160.05,162.5,162.02,161.75,29569.0,47.83,744.0, 18941, 64.06
RSYSTEMS, EQ, 23-Jul-2025,450.2,452.6,452.9,438.85,441.2,440.25,443.47,61734.0,273.77,4922.0, 23783, 38.52
RTNINDIA, EQ, 23-Jul-2025,60.32,60.58,60.6,58.71,59.69,59.48,59.47,3896876.0,2317.45,16157.0, 793980, 20.37
RTNPOWER, EQ, 23-Jul-2025,15.09,15.2,15.34,14.08,14.22,14.43,14.82,122374794.0,18136.49,71617.0, 28661159, 23.42
RUBFILA, EQ, 23-Jul-2025,85.64,85.0,86.99,84.51,85.7,85.19,85.13,61053.0,51.98,1371.0, 45814, 75.04
RUBYMILLS, EQ, 23-Jul-2025,239.48,239.9,242.0,237.34,238.12,240.07,239.56,6596.0,15.8,455.0, 3571, 54.14
RUCHIRA, EQ, 23-Jul-2025,138.62,139.9,139.9,138.01,138.4,138.77,138.56,24560.0,34.03,600.0, 16789, 68.36
RUPA, EQ, 23-Jul-2025,216.22,216.22,223.56,215.23,220.0,219.7,220.59,598947.0,1321.21,10349.0, 252609, 42.18
RUSHIL, EQ, 23-Jul-2025,26.86,27.15,27.65,26.69,27.65,26.96,26.97,589902.0,159.07,2375.0, 396605, 67.23
RUSTOMJEE, EQ, 23-Jul-2025,627.7,625.0,635.4,615.0,624.8,618.55,620.89,18264.0,113.4,1931.0, 10803, 59.15
RVHL, EQ, 23-Jul-2025,44.07,44.09,46.14,44.0,45.0,44.96,44.82,14786.0,6.63,515.0, 6762, 45.73
RVNL, EQ, 23-Jul-2025,372.25,373.1,375.45,367.0,374.65,373.7,371.43,4443972.0,16506.22,44694.0, 1490142, 33.53
SADBHAV, EQ, 23-Jul-2025,13.8,13.86,13.96,13.11,13.11,13.2,13.36,469570.0,62.72,1329.0, 244261, 52.02
SADBHIN, EQ, 23-Jul-2025,4.75,4.69,4.85,4.61,4.65,4.65,4.7,224053.0,10.53,532.0, 176201, 78.64
SAFARI, EQ, 23-Jul-2025,2142.6,2142.6,2160.1,2123.4,2140.3,2138.4,2138.24,6335.0,135.46,1993.0, 3221, 50.84
SAGARDEEP, EQ, 23-Jul-2025,29.56,30.99,30.99,28.01,28.18,28.35,28.57,48100.0,13.74,266.0, 36284, 75.43
SAGCEM, EQ, 23-Jul-2025,258.25,259.1,264.39,254.0,254.26,255.56,258.92,297600.0,770.54,11823.0, 101716, 34.18
SAGILITY, EQ, 23-Jul-2025,43.53,43.8,44.99,43.51,44.91,44.88,44.36,23374643.0,10369.57,53180.0, 12644965, 54.10
SAHYADRI, EQ, 23-Jul-2025,307.5,307.85,309.55,302.35,307.65,307.8,306.14,2369.0,7.25,175.0, 1992, 84.09
SAIL, EQ, 23-Jul-2025,135.99,136.6,136.6,133.9,134.5,134.79,134.96,8607725.0,11617.27,36456.0, 3541714, 41.15
SAILIFE, EQ, 23-Jul-2025,807.0,802.0,819.0,802.0,813.8,815.35,812.42,651342.0,5291.61,19411.0, 551882, 84.73
SAKHTISUG, EQ, 23-Jul-2025,25.08,25.15,25.34,24.77,24.91,24.85,24.98,66878.0,16.7,752.0, 34541, 51.65
SAKSOFT, EQ, 23-Jul-2025,227.78,228.9,231.27,223.04,226.5,226.24,226.29,259810.0,587.92,7826.0, 87582, 33.71
SALASAR, EQ, 23-Jul-2025,7.53,7.55,7.57,7.37,7.49,7.45,7.44,6308237.0,469.15,6153.0, 2981494, 47.26
SALONA, EQ, 23-Jul-2025,261.4,262.95,263.95,255.05,255.05,255.9,258.15,2021.0,5.22,169.0, 934, 46.21
SALSTEEL, EQ, 23-Jul-2025,16.6,16.5,16.99,15.75,16.3,16.12,16.32,124296.0,20.29,706.0, 83376, 67.08
SALZERELEC, EQ, 23-Jul-2025,850.8,852.0,859.0,835.2,836.0,842.5,847.09,63696.0,539.56,3739.0, 40926, 64.25
SAMBHAAV, EQ, 23-Jul-2025,7.39,7.53,7.75,7.25,7.4,7.43,7.63,876824.0,66.9,1422.0, 331370, 37.79
SAMBHV, EQ, 23-Jul-2025,138.93,141.0,144.0,135.0,139.1,139.7,139.84,21467788.0,30021.05,104648.0, 3428617, 15.97
SAMHI, EQ, 23-Jul-2025,247.93,247.25,247.87,237.3,240.85,240.58,240.69,1653403.0,3979.6,43381.0, 939258, 56.81
SAMMAANCAP, EQ, 23-Jul-2025,135.19,135.57,135.74,133.1,134.1,134.28,134.4,5362238.0,7207.06,23230.0, 2054269, 38.31
SAMPANN, EQ, 23-Jul-2025,33.47,34.0,34.8,32.2,32.86,32.53,33.61,164237.0,55.2,1067.0, 92996, 56.62
SANATHAN, EQ, 23-Jul-2025,543.05,546.1,546.1,534.0,540.0,539.35,538.6,39337.0,211.87,1921.0, 22727, 57.78
SANDESH, EQ, 23-Jul-2025,1175.5,1174.1,1184.5,1169.1,1181.4,1174.1,1175.07,364.0,4.28,71.0, 291, 79.95
SANDHAR, EQ, 23-Jul-2025,486.1,498.9,498.9,488.3,495.0,494.95,492.53,112962.0,556.37,5881.0, 51512, 45.60
SANDUMA, EQ, 23-Jul-2025,471.9,472.0,478.0,471.2,478.0,476.7,474.53,109385.0,519.06,4951.0, 57149, 52.25
SANGAMIND, EQ, 23-Jul-2025,457.3,454.85,459.95,451.0,458.9,456.3,454.16,13078.0,59.4,1171.0, 6668, 50.99
SANGHIIND, EQ, 23-Jul-2025,69.32,69.49,69.62,68.51,69.29,69.3,69.13,184788.0,127.74,1279.0, 114888, 62.17
SANGHVIMOV, EQ, 23-Jul-2025,267.9,267.25,269.4,263.7,267.0,265.35,265.38,154163.0,409.12,6342.0, 74384, 48.25
SANGINITA, EQ, 23-Jul-2025,10.34,10.59,10.6,10.0,10.3,10.28,10.27,89667.0,9.21,315.0, 46045, 51.35
SANOFI, EQ, 23-Jul-2025,5909.5,5909.5,5955.0,5865.0,5955.0,5934.0,5913.81,4760.0,281.5,1631.0, 2686, 56.43
SANOFICONR, EQ, 23-Jul-2025,5096.5,5096.5,5130.0,5060.0,5115.0,5084.5,5087.25,1385.0,70.46,504.0, 666, 48.09
SANSERA, EQ, 23-Jul-2025,1358.7,1358.7,1365.9,1335.1,1343.5,1340.9,1350.02,39734.0,536.42,4929.0, 20753, 52.23
SANSTAR, EQ, 23-Jul-2025,94.0,93.8,95.31,93.06,93.32,93.27,94.04,366115.0,344.28,3855.0, 188421, 51.46
SAPPHIRE, EQ, 23-Jul-2025,335.35,339.6,356.75,320.25,337.0,344.2,343.09,6778952.0,23257.75,117652.0, 629627, 9.29
SARDAEN, EQ, 23-Jul-2025,448.6,449.25,455.45,445.05,452.0,452.1,449.79,237597.0,1068.69,10012.0, 126798, 53.37
SAREGAMA, EQ, 23-Jul-2025,501.6,501.9,503.75,491.55,493.2,494.65,495.26,159675.0,790.81,8092.0, 59078, 37.00
SARVESHWAR, EQ, 23-Jul-2025,8.27,8.28,8.32,8.11,8.19,8.18,8.18,1979581.0,161.97,3215.0, 1309469, 66.15
SASKEN, EQ, 23-Jul-2025,1488.3,1505.0,1505.0,1471.0,1480.8,1480.8,1480.01,3695.0,54.69,703.0, 2344, 63.44
SASTASUNDR, EQ, 23-Jul-2025,296.7,295.0,302.75,288.0,288.3,289.6,291.85,9535.0,27.83,661.0, 5066, 53.13
SATIA, EQ, 23-Jul-2025,87.68,87.95,88.13,86.6,87.36,87.19,87.33,91987.0,80.33,1107.0, 51138, 55.59
SATIN, EQ, 23-Jul-2025,157.53,157.02,159.56,157.02,159.3,158.69,158.67,111948.0,177.63,1785.0, 73664, 65.80
SAURASHCEM, EQ, 23-Jul-2025,108.28,108.95,110.45,106.23,107.49,107.14,108.24,608520.0,658.68,5817.0, 266837, 43.85
SBC, EQ, 23-Jul-2025,16.89,16.91,17.11,16.81,16.96,16.97,16.94,8746372.0,1481.76,5402.0, 4563449, 52.18
SBCL, EQ, 23-Jul-2025,561.45,562.0,564.4,550.0,555.0,554.95,554.14,54587.0,302.49,10203.0, 28840, 52.83
SBFC, EQ, 23-Jul-2025,118.06,118.9,119.0,117.5,118.58,118.57,118.31,1471638.0,1741.14,12917.0, 853110, 57.97
SBIBPB, EQ, 23-Jul-2025,40.85,41.7,41.7,40.26,41.02,40.85,40.6,36514.0,14.82,188.0, 20591, 56.39
SBICARD, EQ, 23-Jul-2025,896.65,896.65,898.8,886.55,895.8,895.55,893.31,507765.0,4535.91,30170.0, 223270, 43.97
SBIETFCON, EQ, 23-Jul-2025,121.02,117.99,121.57,117.99,121.36,121.36,121.11,5928.0,7.18,85.0, 4578, 77.23
SBIETFIT, EQ, 23-Jul-2025,401.46,401.47,403.97,400.01,401.92,402.26,402.38,7360.0,29.62,271.0, 6543, 88.90
SBIETFPB, EQ, 23-Jul-2025,282.49,282.0,284.7,282.0,284.16,284.63,283.29,3924.0,11.12,65.0, 3295, 83.97
SBIETFQLTY, EQ, 23-Jul-2025,223.92,223.73,224.2,222.5,224.2,223.87,223.36,920.0,2.05,61.0, 609, 66.20
SBILIFE, EQ, 23-Jul-2025,1809.0,1809.0,1818.5,1792.0,1805.8,1809.5,1806.99,555690.0,10041.25,32066.0, 355053, 63.89
SBIN, EQ, 23-Jul-2025,815.0,812.5,825.2,811.5,820.05,820.65,817.03,15470390.0,126397.61,221637.0, 11063066, 71.51
SBINEQWETF, EQ, 23-Jul-2025,31.64,31.63,31.94,31.56,31.8,31.76,31.76,12480.0,3.96,155.0, 6272, 50.26
SBISILVER, EQ, 23-Jul-2025,112.9,114.02,115.2,113.56,114.99,114.81,114.71,1344086.0,1541.76,1106.0, 1194527, 88.87
SCHAEFFLER, EQ, 23-Jul-2025,4281.2,4305.0,4305.0,4185.0,4210.9,4215.8,4216.97,88240.0,3721.05,26330.0, 55282, 62.65
SCHAND, EQ, 23-Jul-2025,226.72,226.72,228.5,223.26,227.6,226.7,225.69,36246.0,81.81,1046.0, 20263, 55.90
SCI, EQ, 23-Jul-2025,216.65,217.5,225.2,216.5,224.25,224.67,223.05,4274057.0,9533.31,52263.0, 1345891, 31.49
SCILAL, EQ, 23-Jul-2025,52.64,52.89,53.48,52.1,52.63,52.72,52.83,454542.0,240.12,5052.0, 164072, 36.10
SCODATUBES, EQ, 23-Jul-2025,202.32,202.32,204.99,200.5,201.49,201.29,202.34,403805.0,817.05,6040.0, 130979, 32.44
SCPL, EQ, 23-Jul-2025,301.8,302.0,304.9,299.5,300.1,300.25,301.5,15425.0,46.51,902.0, 12785, 82.88
SDBL, EQ, 23-Jul-2025,161.45,161.25,162.1,158.45,161.2,160.79,160.71,789620.0,1269.03,10890.0, 374706, 47.45
SDL26BEES, EQ, 23-Jul-2025,131.76,131.52,132.88,131.52,131.65,132.43,131.83,4011.0,5.29,98.0, 3545, 88.38
SEAMECLTD, EQ, 23-Jul-2025,841.6,842.0,851.9,840.0,850.0,848.3,845.64,5545.0,46.89,844.0, 3007, 54.23
SECURKLOUD, EQ, 23-Jul-2025,24.41,24.91,24.96,23.1,23.97,23.61,23.96,19328.0,4.63,296.0, 13494, 69.82
SELAN, EQ, 23-Jul-2025,654.2,659.45,659.45,628.0,630.0,632.4,635.79,79477.0,505.31,3815.0, 39155, 49.27
SELECTIPO, EQ, 23-Jul-2025,49.9,50.01,50.06,49.67,50.06,50.02,49.77,10082.0,5.02,89.0, 7329, 72.69
SENCO, EQ, 23-Jul-2025,362.5,363.2,367.0,348.0,351.9,354.45,358.45,552826.0,1981.62,21188.0, 345813, 62.55
SENORES, EQ, 23-Jul-2025,616.3,618.0,618.0,601.1,610.0,608.95,607.61,100242.0,609.08,7343.0, 50812, 50.69
SENSEXADD, EQ, 23-Jul-2025,84.02,85.21,85.21,84.02,84.35,84.35,84.44,4516.0,3.81,30.0, 2242, 49.65
SENSEXETF, EQ, 23-Jul-2025,83.97,83.97,84.56,83.94,84.56,84.39,84.2,23233.0,19.56,132.0, 14543, 62.60
SENSEXIETF, EQ, 23-Jul-2025,936.88,941.64,942.0,934.91,939.18,940.05,938.6,1946.0,18.27,270.0, 1320, 67.83
SEPC, EQ, 23-Jul-2025,12.79,12.95,12.98,12.61,12.65,12.65,12.7,9122127.0,1158.19,9900.0, 5002974, 54.84
SEQUENT, EQ, 23-Jul-2025,188.92,189.48,189.76,186.1,186.7,187.37,187.32,273657.0,512.63,9229.0, 141968, 51.88
SERVOTECH, EQ, 23-Jul-2025,142.87,143.0,143.55,140.1,141.18,140.74,141.38,434515.0,614.32,5552.0, 209282, 48.16
SESHAPAPER, EQ, 23-Jul-2025,285.0,287.85,287.85,279.3,280.0,280.5,281.99,35561.0,100.28,1009.0, 24574, 69.10
SETF10GILT, EQ, 23-Jul-2025,258.9,258.89,258.99,258.0,258.11,258.25,258.35,30030.0,77.58,99.0, 27632, 92.01
SETFGOLD, EQ, 23-Jul-2025,85.34,85.53,86.99,85.53,86.32,86.41,86.08,3547876.0,3054.15,4874.0, 2656581, 74.88
SETFNIF50, EQ, 23-Jul-2025,267.07,266.05,268.39,266.05,267.96,268.2,267.42,611142.0,1634.33,2316.0, 491238, 80.38
SETFNIFBK, EQ, 23-Jul-2025,579.38,582.27,585.88,579.18,582.63,584.39,584.12,282616.0,1650.81,660.0, 250233, 88.54
SETFNN50, EQ, 23-Jul-2025,723.73,702.02,726.49,702.02,722.51,723.02,722.95,41384.0,299.18,766.0, 28594, 69.09
